Game Title,Rank,Date,Avg. Players,Peak Players
Counter-Strike 2,1,Last 30 Days,931542.77,1618685
Counter-Strike 2,1,April 2024,930748.98,1618685
Counter-Strike 2,1,March 2024,885629.69,1521796
Counter-Strike 2,1,February 2024,786630.82,1347519
Counter-Strike 2,1,January 2024,760859.23,1277907
Counter-Strike 2,1,December 2023,770094.80,1248217
Counter-Strike 2,1,November 2023,714511.43,1161043
Counter-Strike 2,1,October 2023,792124.96,1364902
Counter-Strike 2,1,September 2023,976137.99,1556326
Counter-Strike 2,1,August 2023,922152.86,1369511
Counter-Strike 2,1,July 2023,881690.91,1222913
Counter-Strike 2,1,June 2023,1085966.81,1665869
Counter-Strike 2,1,May 2023,1117517.40,1802853
Counter-Strike 2,1,April 2023,918085.60,1510231
Counter-Strike 2,1,March 2023,843474.54,1519457
Counter-Strike 2,1,February 2023,805105.90,1354248
Counter-Strike 2,1,January 2023,726150.29,1199684
Counter-Strike 2,1,December 2022,629325.00,1065079
Counter-Strike 2,1,November 2022,621005.99,1129095
Counter-Strike 2,1,October 2022,608349.53,1078860
Counter-Strike 2,1,September 2022,618776.04,1100366
Counter-Strike 2,1,August 2022,641444.78,1039889
Counter-Strike 2,1,July 2022,594453.07,928329
Counter-Strike 2,1,June 2022,572222.47,906670
Counter-Strike 2,1,May 2022,564961.70,923996
Counter-Strike 2,1,April 2022,568983.16,1013237
Counter-Strike 2,1,March 2022,581489.69,987993
Counter-Strike 2,1,February 2022,634638.40,995163
Counter-Strike 2,1,January 2022,602376.27,991625
Counter-Strike 2,1,December 2021,546614.19,950586
Counter-Strike 2,1,November 2021,548161.67,935593
Counter-Strike 2,1,October 2021,512435.85,864966
Counter-Strike 2,1,September 2021,512350.92,942519
Counter-Strike 2,1,August 2021,512081.96,802544
Counter-Strike 2,1,July 2021,506067.36,763523
Counter-Strike 2,1,June 2021,549347.08,929940
Counter-Strike 2,1,May 2021,659888.89,1087197
Counter-Strike 2,1,April 2021,723346.52,1148077
Counter-Strike 2,1,March 2021,740927.82,1198581
Counter-Strike 2,1,February 2021,741013.24,1123485
Counter-Strike 2,1,January 2021,743209.66,1124553
Counter-Strike 2,1,December 2020,717803.75,1164396
Counter-Strike 2,1,November 2020,668754.58,1037464
Counter-Strike 2,1,October 2020,613666.69,943876
Counter-Strike 2,1,September 2020,606850.32,977769
Counter-Strike 2,1,August 2020,639957.66,925348
Counter-Strike 2,1,July 2020,625900.81,857560
Counter-Strike 2,1,June 2020,671647.46,1009467
Counter-Strike 2,1,May 2020,768795.25,1193359
Counter-Strike 2,1,April 2020,857604.22,1305714
Counter-Strike 2,1,March 2020,671033.29,1145972
Counter-Strike 2,1,February 2020,543979.15,916996
Counter-Strike 2,1,January 2020,501196.00,817229
Counter-Strike 2,1,December 2019,456701.56,767060
Counter-Strike 2,1,November 2019,426080.81,758412
Counter-Strike 2,1,October 2019,408995.31,747937
Counter-Strike 2,1,September 2019,410925.60,720052
Counter-Strike 2,1,August 2019,415097.30,647461
Counter-Strike 2,1,July 2019,393782.83,578933
Counter-Strike 2,1,June 2019,389376.72,587724
Counter-Strike 2,1,May 2019,364417.31,588453
Counter-Strike 2,1,April 2019,351989.92,621614
Counter-Strike 2,1,March 2019,390240.16,680071
Counter-Strike 2,1,February 2019,371358.96,654069
Counter-Strike 2,1,January 2019,401366.87,684511
Counter-Strike 2,1,December 2018,395509.26,746548
Counter-Strike 2,1,November 2018,310085.43,546031
Counter-Strike 2,1,October 2018,325907.82,565968
Counter-Strike 2,1,September 2018,333163.99,583029
Counter-Strike 2,1,August 2018,283531.31,454370
Counter-Strike 2,1,July 2018,273307.26,426008
Counter-Strike 2,1,June 2018,266862.24,420261
Counter-Strike 2,1,May 2018,262170.88,454481
Counter-Strike 2,1,April 2018,289076.70,523262
Counter-Strike 2,1,March 2018,354270.33,672502
Counter-Strike 2,1,February 2018,382457.10,686588
Counter-Strike 2,1,January 2018,382030.53,715850
Counter-Strike 2,1,December 2017,340876.88,598405
Counter-Strike 2,1,November 2017,321131.40,601881
Counter-Strike 2,1,October 2017,341861.26,639968
Counter-Strike 2,1,September 2017,354402.09,665371
Counter-Strike 2,1,August 2017,374425.69,595781
Counter-Strike 2,1,July 2017,377589.04,624785
Counter-Strike 2,1,June 2017,374388.04,614621
Counter-Strike 2,1,May 2017,371829.34,692966
Counter-Strike 2,1,April 2017,392199.19,709841
Counter-Strike 2,1,March 2017,386908.72,742356
Counter-Strike 2,1,February 2017,402385.71,744468
Counter-Strike 2,1,January 2017,393109.53,814616
Counter-Strike 2,1,December 2016,342195.70,662460
Counter-Strike 2,1,November 2016,329045.26,627124
Counter-Strike 2,1,October 2016,333076.46,661985
Counter-Strike 2,1,September 2016,322525.89,638360
Counter-Strike 2,1,August 2016,347229.25,599095
Counter-Strike 2,1,July 2016,353777.56,636056
Counter-Strike 2,1,June 2016,334311.06,579110
Counter-Strike 2,1,May 2016,338738.39,668612
Counter-Strike 2,1,April 2016,375795.87,850485
Counter-Strike 2,1,March 2016,379426.95,737599
Counter-Strike 2,1,February 2016,376285.02,738969
Counter-Strike 2,1,January 2016,365371.09,667432
Counter-Strike 2,1,December 2015,377447.11,823694
Counter-Strike 2,1,November 2015,360925.88,786707
Counter-Strike 2,1,October 2015,362766.09,732093
Counter-Strike 2,1,September 2015,355905.33,725939
Counter-Strike 2,1,August 2015,357535.24,819902
Counter-Strike 2,1,July 2015,329532.38,541181
Counter-Strike 2,1,June 2015,344156.01,610401
Counter-Strike 2,1,May 2015,317286.29,677701
Counter-Strike 2,1,April 2015,291748.74,568556
Counter-Strike 2,1,March 2015,267996.31,595439
Counter-Strike 2,1,February 2015,239934.64,455508
Counter-Strike 2,1,January 2015,234070.68,443188
Counter-Strike 2,1,December 2014,183589.50,367634
Counter-Strike 2,1,November 2014,147329.07,348018
Counter-Strike 2,1,October 2014,133537.70,260613
Counter-Strike 2,1,September 2014,131034.68,242494
Counter-Strike 2,1,August 2014,133185.79,277192
Counter-Strike 2,1,July 2014,106138.00,193613
Counter-Strike 2,1,June 2014,84163.62,164134
Counter-Strike 2,1,May 2014,84925.02,170137
Counter-Strike 2,1,April 2014,78880.53,142526
Counter-Strike 2,1,March 2014,70143.33,164495
Counter-Strike 2,1,February 2014,59791.37,119764
Counter-Strike 2,1,January 2014,55627.35,102084
Counter-Strike 2,1,December 2013,46788.27,96298
Counter-Strike 2,1,November 2013,29890.52,92279
Counter-Strike 2,1,October 2013,27902.14,53263
Counter-Strike 2,1,September 2013,27678.91,52052
Counter-Strike 2,1,August 2013,25961.85,50511
Counter-Strike 2,1,July 2013,20492.52,42149
Counter-Strike 2,1,June 2013,18119.84,33700
Counter-Strike 2,1,May 2013,18710.34,53379
Counter-Strike 2,1,April 2013,16006.00,31966
Counter-Strike 2,1,March 2013,15959.89,32166
Counter-Strike 2,1,February 2013,17372.73,35238
Counter-Strike 2,1,January 2013,16164.22,31359
Counter-Strike 2,1,December 2012,14079.39,27553
Counter-Strike 2,1,November 2012,14134.10,50533
Counter-Strike 2,1,October 2012,10739.48,20850
Counter-Strike 2,1,September 2012,16000.75,36057
Counter-Strike 2,1,August 2012,15475.39,52261
Counter-Strike 2,1,July 2012,932.57,1642
Dota 2,2,Last 30 Days,462223.17,921133
Dota 2,2,April 2024,456550.81,921133
Dota 2,2,March 2024,428918.55,729865
Dota 2,2,February 2024,427922.41,741290
Dota 2,2,January 2024,440229.36,736488
Dota 2,2,December 2023,435517.65,802728
Dota 2,2,November 2023,433727.63,767353
Dota 2,2,October 2023,435620.98,780443
Dota 2,2,September 2023,437273.40,777466
Dota 2,2,August 2023,444319.24,855495
Dota 2,2,July 2023,438510.22,702381
Dota 2,2,June 2023,421336.42,679525
Dota 2,2,May 2023,433220.69,711816
Dota 2,2,April 2023,429226.47,809580
Dota 2,2,March 2023,418744.49,752617
Dota 2,2,February 2023,401847.04,680746
Dota 2,2,January 2023,428296.61,764490
Dota 2,2,December 2022,468545.02,827395
Dota 2,2,November 2022,523684.06,990057
Dota 2,2,October 2022,456302.65,1038848
Dota 2,2,September 2022,490724.86,867484
Dota 2,2,August 2022,468466.87,747231
Dota 2,2,July 2022,444594.56,684842
Dota 2,2,June 2022,458143.51,699592
Dota 2,2,May 2022,446916.90,691586
Dota 2,2,April 2022,451826.77,730168
Dota 2,2,March 2022,448723.60,740784
Dota 2,2,February 2022,450200.14,725851
Dota 2,2,January 2022,485791.43,786118
Dota 2,2,December 2021,449297.37,756170
Dota 2,2,November 2021,448860.53,747506
Dota 2,2,October 2021,450761.44,752482
Dota 2,2,September 2021,391082.08,666838
Dota 2,2,August 2021,424980.17,699613
Dota 2,2,July 2021,423156.18,707406
Dota 2,2,June 2021,421509.96,734277
Dota 2,2,May 2021,415144.96,672307
Dota 2,2,April 2021,413784.97,705534
Dota 2,2,March 2021,390412.76,648875
Dota 2,2,February 2021,404832.13,651615
Dota 2,2,January 2021,432671.65,694613
Dota 2,2,December 2020,422552.32,697833
Dota 2,2,November 2020,425904.83,711824
Dota 2,2,October 2020,406361.36,723280
Dota 2,2,September 2020,408609.78,670547
Dota 2,2,August 2020,429717.12,666138
Dota 2,2,July 2020,450213.99,712610
Dota 2,2,June 2020,457184.42,733294
Dota 2,2,May 2020,484189.02,793135
Dota 2,2,April 2020,493300.27,801121
Dota 2,2,March 2020,437147.36,743933
Dota 2,2,February 2020,405978.65,663812
Dota 2,2,January 2020,378925.43,616415
Dota 2,2,December 2019,384179.76,685165
Dota 2,2,November 2019,401931.80,708517
Dota 2,2,October 2019,388355.86,739924
Dota 2,2,September 2019,421971.24,753996
Dota 2,2,August 2019,467148.29,826690
Dota 2,2,July 2019,464787.61,779160
Dota 2,2,June 2019,507528.44,865374
Dota 2,2,May 2019,548523.18,997341
Dota 2,2,April 2019,520218.98,971545
Dota 2,2,March 2019,586505.85,1033925
Dota 2,2,February 2019,564909.67,964921
Dota 2,2,January 2019,475747.00,874888
Dota 2,2,December 2018,439367.83,765422
Dota 2,2,November 2018,461073.48,826053
Dota 2,2,October 2018,431173.91,739643
Dota 2,2,September 2018,466470.74,826166
Dota 2,2,August 2018,476101.08,829281
Dota 2,2,July 2018,441714.35,701582
Dota 2,2,June 2018,473900.00,796886
Dota 2,2,May 2018,474325.87,844713
Dota 2,2,April 2018,430340.94,733214
Dota 2,2,March 2018,437262.35,773897
Dota 2,2,February 2018,438847.72,779299
Dota 2,2,January 2018,486861.91,778627
Dota 2,2,December 2017,513074.33,864939
Dota 2,2,November 2017,487381.24,861173
Dota 2,2,October 2017,466126.79,832550
Dota 2,2,September 2017,491450.16,829555
Dota 2,2,August 2017,556496.30,876395
Dota 2,2,July 2017,498444.38,824297
Dota 2,2,June 2017,555289.07,923122
Dota 2,2,May 2017,567526.42,972876
Dota 2,2,April 2017,540278.03,921318
Dota 2,2,March 2017,548435.44,956232
Dota 2,2,February 2017,591567.25,1040877
Dota 2,2,January 2017,580281.47,1007451
Dota 2,2,December 2016,593920.60,1014671
Dota 2,2,November 2016,584251.33,1007270
Dota 2,2,October 2016,639355.14,1141191
Dota 2,2,September 2016,622583.90,1064377
Dota 2,2,August 2016,666013.05,1117519
Dota 2,2,July 2016,638212.65,1084198
Dota 2,2,June 2016,640226.98,1095994
Dota 2,2,May 2016,623798.67,1075307
Dota 2,2,April 2016,656944.37,1164041
Dota 2,2,March 2016,672554.89,1291328
Dota 2,2,February 2016,709178.26,1248394
Dota 2,2,January 2016,612174.78,1067949
Dota 2,2,December 2015,573344.25,999452
Dota 2,2,November 2015,539536.33,943635
Dota 2,2,October 2015,521941.72,917306
Dota 2,2,September 2015,508156.85,888728
Dota 2,2,August 2015,606943.98,933942
Dota 2,2,July 2015,554991.01,877264
Dota 2,2,June 2015,568448.32,913997
Dota 2,2,May 2015,580348.42,967674
Dota 2,2,April 2015,526061.73,929677
Dota 2,2,March 2015,571713.15,1213940
Dota 2,2,February 2015,628970.41,1262612
Dota 2,2,January 2015,558504.33,961737
Dota 2,2,December 2014,523940.32,936583
Dota 2,2,November 2014,528789.80,963810
Dota 2,2,October 2014,495693.04,880655
Dota 2,2,September 2014,477998.45,864261
Dota 2,2,August 2014,490883.89,774319
Dota 2,2,July 2014,537018.66,874975
Dota 2,2,June 2014,513783.06,833145
Dota 2,2,May 2014,482387.24,843024
Dota 2,2,April 2014,421710.21,734998
Dota 2,2,March 2014,409755.56,698197
Dota 2,2,February 2014,421114.20,738682
Dota 2,2,January 2014,393860.32,673496
Dota 2,2,December 2013,366606.49,685503
Dota 2,2,November 2013,348246.37,702792
Dota 2,2,October 2013,329677.64,581615
Dota 2,2,September 2013,312424.76,566715
Dota 2,2,August 2013,330720.07,520532
Dota 2,2,July 2013,237800.08,422617
Dota 2,2,June 2013,210224.82,326160
Dota 2,2,May 2013,194363.84,325815
Dota 2,2,April 2013,174835.73,299667
Dota 2,2,March 2013,180878.90,325598
Dota 2,2,February 2013,166972.97,283870
Dota 2,2,January 2013,147748.14,260989
Dota 2,2,December 2012,121924.42,213521
Dota 2,2,November 2012,101077.43,169631
Dota 2,2,October 2012,75965.44,171860
Dota 2,2,September 2012,61867.68,118724
Dota 2,2,August 2012,55768.61,108689
Dota 2,2,July 2012,52721.05,75041
Apex Legends,4,Last 30 Days,166599.13,430800
Apex Legends,4,April 2024,166767.82,430800
Apex Legends,4,March 2024,189218.54,463933
Apex Legends,4,February 2024,185661.61,469431
Apex Legends,4,January 2024,146164.19,344621
Apex Legends,4,December 2023,144447.76,348791
Apex Legends,4,November 2023,167295.65,438349
Apex Legends,4,October 2023,181420.40,435229
Apex Legends,4,September 2023,186494.41,452991
Apex Legends,4,August 2023,188891.82,451223
Apex Legends,4,July 2023,166199.09,349762
Apex Legends,4,June 2023,189101.02,446463
Apex Legends,4,May 2023,227947.44,584294
Apex Legends,4,April 2023,222749.48,562634
Apex Legends,4,March 2023,255792.20,603290
Apex Legends,4,February 2023,257416.67,624473
Apex Legends,4,January 2023,197969.02,413670
Apex Legends,4,December 2022,170882.73,411891
Apex Legends,4,November 2022,172345.48,403157
Apex Legends,4,October 2022,172176.67,386994
Apex Legends,4,September 2022,221826.62,497242
Apex Legends,4,August 2022,230432.87,510286
Apex Legends,4,July 2022,183161.31,347314
Apex Legends,4,June 2022,177736.44,352659
Apex Legends,4,May 2022,195551.63,411183
Apex Legends,4,April 2022,192598.51,370651
Apex Legends,4,March 2022,183596.68,353623
Apex Legends,4,February 2022,203653.75,392998
Apex Legends,4,January 2022,145582.94,264287
Apex Legends,4,December 2021,122108.27,242823
Apex Legends,4,November 2021,136245.89,318330
Apex Legends,4,October 2021,128529.43,248669
Apex Legends,4,September 2021,139647.96,273617
Apex Legends,4,August 2021,169528.17,330476
Apex Legends,4,July 2021,131151.07,262129
Apex Legends,4,June 2021,136439.90,266591
Apex Legends,4,May 2021,164238.01,330879
Apex Legends,4,April 2021,124905.13,217728
Apex Legends,4,March 2021,126121.06,228439
Apex Legends,4,February 2021,120982.64,196799
Apex Legends,4,January 2021,71766.74,129928
Apex Legends,4,December 2020,64469.75,112076
Apex Legends,4,November 2020,74957.26,117193
NARAKA: BLADEPOINT,5,Last 30 Days,109247.83,372076
NARAKA: BLADEPOINT,5,April 2024,109355.10,372076
NARAKA: BLADEPOINT,5,March 2024,106258.11,302152
NARAKA: BLADEPOINT,5,February 2024,97805.71,282136
NARAKA: BLADEPOINT,5,January 2024,97710.37,293291
NARAKA: BLADEPOINT,5,December 2023,97740.36,286647
NARAKA: BLADEPOINT,5,November 2023,93264.84,277089
NARAKA: BLADEPOINT,5,October 2023,95292.78,295419
NARAKA: BLADEPOINT,5,September 2023,86899.67,242387
NARAKA: BLADEPOINT,5,August 2023,93010.51,225542
NARAKA: BLADEPOINT,5,July 2023,78770.75,264406
NARAKA: BLADEPOINT,5,June 2023,39403.72,133315
NARAKA: BLADEPOINT,5,May 2023,41462.28,124454
NARAKA: BLADEPOINT,5,April 2023,44274.85,137001
NARAKA: BLADEPOINT,5,March 2023,46845.91,144555
NARAKA: BLADEPOINT,5,February 2023,50894.17,144657
NARAKA: BLADEPOINT,5,January 2023,49378.19,124913
NARAKA: BLADEPOINT,5,December 2022,52462.42,155107
NARAKA: BLADEPOINT,5,November 2022,53073.69,166259
NARAKA: BLADEPOINT,5,October 2022,52854.51,162366
NARAKA: BLADEPOINT,5,September 2022,56109.48,149175
NARAKA: BLADEPOINT,5,August 2022,54536.98,165639
NARAKA: BLADEPOINT,5,July 2022,40827.86,106751
NARAKA: BLADEPOINT,5,June 2022,42352.19,109793
NARAKA: BLADEPOINT,5,May 2022,49546.24,129636
NARAKA: BLADEPOINT,5,April 2022,55086.62,146195
NARAKA: BLADEPOINT,5,March 2022,59460.58,165976
NARAKA: BLADEPOINT,5,February 2022,54299.83,148721
NARAKA: BLADEPOINT,5,January 2022,53550.85,138595
NARAKA: BLADEPOINT,5,December 2021,61190.58,186707
NARAKA: BLADEPOINT,5,November 2021,48925.18,154161
NARAKA: BLADEPOINT,5,October 2021,51731.18,141344
NARAKA: BLADEPOINT,5,September 2021,64272.23,160720
NARAKA: BLADEPOINT,5,August 2021,55168.17,128628
Grand Theft Auto V,6,Last 30 Days,95421.62,169535
Grand Theft Auto V,6,April 2024,95409.06,169535
Grand Theft Auto V,6,March 2024,104563.67,193834
Grand Theft Auto V,6,February 2024,108198.07,185992
Grand Theft Auto V,6,January 2024,123806.19,218773
Grand Theft Auto V,6,December 2023,145070.42,295651
Grand Theft Auto V,6,November 2023,88008.14,167317
Grand Theft Auto V,6,October 2023,86737.81,166618
Grand Theft Auto V,6,September 2023,91128.11,166502
Grand Theft Auto V,6,August 2023,103806.32,170280
Grand Theft Auto V,6,July 2023,116997.68,180937
Grand Theft Auto V,6,June 2023,114593.46,207718
Grand Theft Auto V,6,May 2023,89300.03,152862
Grand Theft Auto V,6,April 2023,90736.77,157231
Grand Theft Auto V,6,March 2023,90210.66,167901
Grand Theft Auto V,6,February 2023,96887.19,174026
Grand Theft Auto V,6,January 2023,110334.38,176528
Grand Theft Auto V,6,December 2022,106294.15,180121
Grand Theft Auto V,6,November 2022,89047.41,164601
Grand Theft Auto V,6,October 2022,91790.19,168100
Grand Theft Auto V,6,September 2022,96433.87,175811
Grand Theft Auto V,6,August 2022,118088.69,195472
Grand Theft Auto V,6,July 2022,98623.46,197328
Grand Theft Auto V,6,June 2022,84516.06,133299
Grand Theft Auto V,6,May 2022,79745.34,138240
Grand Theft Auto V,6,April 2022,83231.22,153693
Grand Theft Auto V,6,March 2022,82996.04,147473
Grand Theft Auto V,6,February 2022,92515.60,155111
Grand Theft Auto V,6,January 2022,96452.81,158823
Grand Theft Auto V,6,December 2021,91251.21,173538
Grand Theft Auto V,6,November 2021,73217.07,136818
Grand Theft Auto V,6,October 2021,73027.34,136046
Grand Theft Auto V,6,September 2021,81232.20,151408
Grand Theft Auto V,6,August 2021,118900.57,214591
Grand Theft Auto V,6,July 2021,112995.42,218784
Grand Theft Auto V,6,June 2021,88915.40,155599
Grand Theft Auto V,6,May 2021,84756.76,146011
Grand Theft Auto V,6,April 2021,92647.80,178142
Grand Theft Auto V,6,March 2021,89792.84,183227
Grand Theft Auto V,6,February 2021,90647.64,146438
Grand Theft Auto V,6,January 2021,101250.59,184941
Grand Theft Auto V,6,December 2020,106914.27,258539
Grand Theft Auto V,6,November 2020,76718.34,157355
Grand Theft Auto V,6,October 2020,67193.03,128578
Grand Theft Auto V,6,September 2020,68047.03,126174
Grand Theft Auto V,6,August 2020,88398.36,154677
Grand Theft Auto V,6,July 2020,83654.72,134093
Grand Theft Auto V,6,June 2020,99752.85,180302
Grand Theft Auto V,6,May 2020,141369.88,260562
Grand Theft Auto V,6,April 2020,126086.73,243284
Grand Theft Auto V,6,March 2020,116386.37,209493
Grand Theft Auto V,6,February 2020,142724.48,267360
Grand Theft Auto V,6,January 2020,111300.20,214796
Grand Theft Auto V,6,December 2019,97777.69,204137
Grand Theft Auto V,6,November 2019,68842.93,138540
Grand Theft Auto V,6,October 2019,58656.08,117002
Grand Theft Auto V,6,September 2019,66131.62,135072
Grand Theft Auto V,6,August 2019,97648.00,176207
Grand Theft Auto V,6,July 2019,92617.62,197555
Grand Theft Auto V,6,June 2019,56717.73,109164
Grand Theft Auto V,6,May 2019,55410.52,108557
Grand Theft Auto V,6,April 2019,48502.28,91586
Grand Theft Auto V,6,March 2019,60229.66,126518
Grand Theft Auto V,6,February 2019,58124.22,119439
Grand Theft Auto V,6,January 2019,59851.20,118210
Grand Theft Auto V,6,December 2018,55641.33,120693
Grand Theft Auto V,6,November 2018,43009.38,81360
Grand Theft Auto V,6,October 2018,43265.97,81337
Grand Theft Auto V,6,September 2018,49147.67,97920
Grand Theft Auto V,6,August 2018,68312.15,123556
Grand Theft Auto V,6,July 2018,80395.34,162021
Grand Theft Auto V,6,June 2018,48927.49,118332
Grand Theft Auto V,6,May 2018,41278.73,82956
Grand Theft Auto V,6,April 2018,42779.52,89792
Grand Theft Auto V,6,March 2018,46028.18,94489
Grand Theft Auto V,6,February 2018,53395.68,94308
Grand Theft Auto V,6,January 2018,77566.84,167754
Grand Theft Auto V,6,December 2017,78066.93,170316
Grand Theft Auto V,6,November 2017,41915.16,85105
Grand Theft Auto V,6,October 2017,39774.46,84553
Grand Theft Auto V,6,September 2017,45842.92,101433
Grand Theft Auto V,6,August 2017,54028.65,121830
Grand Theft Auto V,6,July 2017,60840.07,112074
Grand Theft Auto V,6,June 2017,60285.40,131936
Grand Theft Auto V,6,May 2017,42879.64,83483
Grand Theft Auto V,6,April 2017,49108.33,96503
Grand Theft Auto V,6,March 2017,48616.89,98798
Grand Theft Auto V,6,February 2017,53270.99,104902
Grand Theft Auto V,6,January 2017,63178.67,116125
Grand Theft Auto V,6,December 2016,61843.72,126681
Grand Theft Auto V,6,November 2016,42991.30,86759
Grand Theft Auto V,6,October 2016,42084.49,86192
Grand Theft Auto V,6,September 2016,31643.93,61921
Grand Theft Auto V,6,August 2016,38791.87,63873
Grand Theft Auto V,6,July 2016,45166.12,71778
Grand Theft Auto V,6,June 2016,40152.83,78330
Grand Theft Auto V,6,May 2016,25230.19,48053
Grand Theft Auto V,6,April 2016,31671.30,65878
Grand Theft Auto V,6,March 2016,34000.43,64633
Grand Theft Auto V,6,February 2016,40013.10,72735
Grand Theft Auto V,6,January 2016,46993.33,93726
Grand Theft Auto V,6,December 2015,43874.72,84558
Grand Theft Auto V,6,November 2015,34465.84,77141
Grand Theft Auto V,6,October 2015,30924.76,73902
Grand Theft Auto V,6,September 2015,25387.81,46917
Grand Theft Auto V,6,August 2015,30918.06,50693
Grand Theft Auto V,6,July 2015,37657.07,60908
Grand Theft Auto V,6,June 2015,46953.24,85195
Grand Theft Auto V,6,May 2015,93361.62,215966
Grand Theft Auto V,6,April 2015,192714.01,360761
Stardew Valley,7,Last 30 Days,117573.43,209332
Stardew Valley,7,April 2024,120133.84,209332
Stardew Valley,7,March 2024,82587.89,236614
Stardew Valley,7,February 2024,32352.95,60742
Stardew Valley,7,January 2024,39082.73,58773
Stardew Valley,7,December 2023,31948.80,53605
Stardew Valley,7,November 2023,28714.73,46525
Stardew Valley,7,October 2023,29556.36,48881
Stardew Valley,7,September 2023,27764.51,44391
Stardew Valley,7,August 2023,34520.58,53949
Stardew Valley,7,July 2023,37568.58,53687
Stardew Valley,7,June 2023,29862.03,45510
Stardew Valley,7,May 2023,28102.79,43446
Stardew Valley,7,April 2023,32582.35,50739
Stardew Valley,7,March 2023,33899.01,52043
Stardew Valley,7,February 2023,36264.07,56110
Stardew Valley,7,January 2023,40950.46,59095
Stardew Valley,7,December 2022,28396.47,48081
Stardew Valley,7,November 2022,23895.96,37232
Stardew Valley,7,October 2022,22663.47,35033
Stardew Valley,7,September 2022,24753.54,38451
Stardew Valley,7,August 2022,31402.25,46813
Stardew Valley,7,July 2022,39076.48,54288
Stardew Valley,7,June 2022,31775.77,49366
Stardew Valley,7,May 2022,28036.57,42786
Stardew Valley,7,April 2022,26829.80,40444
Stardew Valley,7,March 2022,25851.21,38568
Stardew Valley,7,February 2022,28793.45,44044
Stardew Valley,7,January 2022,33621.58,48151
Stardew Valley,7,December 2021,24951.71,39992
Stardew Valley,7,November 2021,23206.18,35441
Stardew Valley,7,October 2021,22414.12,35687
Stardew Valley,7,September 2021,24320.88,36516
Stardew Valley,7,August 2021,30567.10,49612
Stardew Valley,7,July 2021,28479.55,41572
Stardew Valley,7,June 2021,22241.37,36513
Stardew Valley,7,May 2021,23174.54,35440
Stardew Valley,7,April 2021,27172.58,42500
Stardew Valley,7,March 2021,33180.94,51990
Stardew Valley,7,February 2021,38304.69,59709
Stardew Valley,7,January 2021,57166.55,94479
Stardew Valley,7,December 2020,29620.71,89311
Stardew Valley,7,November 2020,13803.92,22453
Stardew Valley,7,October 2020,12060.05,18293
Stardew Valley,7,September 2020,13509.32,19609
Stardew Valley,7,August 2020,16653.25,23442
Stardew Valley,7,July 2020,19955.32,28908
Stardew Valley,7,June 2020,15209.37,24618
Stardew Valley,7,May 2020,20487.19,31679
Stardew Valley,7,April 2020,29951.17,44965
Stardew Valley,7,March 2020,27388.06,45512
Stardew Valley,7,February 2020,23697.16,33885
Stardew Valley,7,January 2020,24356.22,39046
Stardew Valley,7,December 2019,24148.56,38024
Stardew Valley,7,November 2019,10855.15,35053
Stardew Valley,7,October 2019,8932.42,14194
Stardew Valley,7,September 2019,9272.70,14278
Stardew Valley,7,August 2019,11018.60,16327
Stardew Valley,7,July 2019,15367.12,24919
Stardew Valley,7,June 2019,12358.40,24769
Stardew Valley,7,May 2019,12474.06,21404
Stardew Valley,7,April 2019,12541.68,19916
Stardew Valley,7,March 2019,13166.60,19786
Stardew Valley,7,February 2019,12724.38,19330
Stardew Valley,7,January 2019,15249.15,24470
Stardew Valley,7,December 2018,11160.12,22842
Stardew Valley,7,November 2018,9503.04,16133
Stardew Valley,7,October 2018,10052.58,16189
Stardew Valley,7,September 2018,11765.47,19826
Stardew Valley,7,August 2018,16887.20,27255
Stardew Valley,7,July 2018,16584.14,24692
Stardew Valley,7,June 2018,17362.42,30055
Stardew Valley,7,May 2018,27545.52,54212
Stardew Valley,7,April 2018,7529.59,26926
Stardew Valley,7,March 2018,8053.63,12668
Stardew Valley,7,February 2018,9034.82,14601
Stardew Valley,7,January 2018,11707.09,20139
Stardew Valley,7,December 2017,9824.10,18346
Stardew Valley,7,November 2017,8676.50,17839
Stardew Valley,7,October 2017,8141.78,13654
Stardew Valley,7,September 2017,6869.32,10745
Stardew Valley,7,August 2017,8847.55,13774
Stardew Valley,7,July 2017,15538.17,28122
Stardew Valley,7,June 2017,8904.65,18718
Stardew Valley,7,May 2017,7882.63,11896
Stardew Valley,7,April 2017,7653.56,11538
Stardew Valley,7,March 2017,9693.01,17295
Stardew Valley,7,February 2017,9887.94,17590
Stardew Valley,7,January 2017,11798.85,24014
Stardew Valley,7,December 2016,7975.97,18787
Stardew Valley,7,November 2016,6878.95,13674
Stardew Valley,7,October 2016,9257.17,18675
Stardew Valley,7,September 2016,4372.38,7360
Stardew Valley,7,August 2016,5507.66,9367
Stardew Valley,7,July 2016,9299.77,21032
Stardew Valley,7,June 2016,7569.66,18642
Stardew Valley,7,May 2016,9654.49,20528
Stardew Valley,7,April 2016,19843.44,43286
Stardew Valley,7,March 2016,34947.46,64256
Stardew Valley,7,February 2016,1594.72,24496
Stardew Valley,7,January 2016,0.53,3
Stardew Valley,7,December 2015,0.60,3
Wallpaper Engine,8,Last 30 Days,69125.38,123964
Wallpaper Engine,8,April 2024,68101.16,123964
Wallpaper Engine,8,March 2024,70678.24,130658
Wallpaper Engine,8,February 2024,75137.07,124042
Wallpaper Engine,8,January 2024,78917.72,131365
Wallpaper Engine,8,December 2023,72813.43,132225
